conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1913541738507223532,Sat Apr 19 10:55:55 +0000 2025,0,@porkandlar26037 Hehehe monggo aja kayaknya sebagian besar orang Indonesia itu gk punya rasa penasaran yang tinggi yak aku mohon maaf aja agak menyombongkan diri dari kecil aku tuh suka nanya bahkan bertanya tentang Tuhannya orang Islam dan Kristen.Pada males baca tentang childfree ya.,1913547102795235820,,porkandlar26037,in,,0,1,0,https://x.com/LeotardosMy/status/1913547102795235820,1614230024638599173,LeotardosMy
1912835080038330861,Sat Apr 19 10:39:50 +0000 2025,0,@Jiiyunseo @leevsol @Jungwor @PetalsofSelf Padahal awalnya aku mau childfree ,1913543053266104337,,Jiiyunseo,in,"2002, 𝘌𝘷𝘦𝘳𝘣𝘭𝘰𝘰𝘮𝘴. ",0,1,0,https://x.com/pheanbin/status/1913543053266104337,1515986176167276549,pheanbin
1913255662169317762,Sat Apr 19 04:25:18 +0000 2025,0,@bwrsl up to you nero. kan kamu yang nanggung bebannya. childfree pun aku gak masalah. as long as youre happy. that s all that matters.,1913448797080088977,,bwrsl,in,,1,2,0,https://x.com/n0ctveil/status/1913448797080088977,2802805328,n0ctveil
1913431142851559518,Sat Apr 19 04:02:03 +0000 2025,0,@tanyarlfes Aku begini bjir anak cowo cewe udah ada namanya padahal pasangan blom punya kepikiran nikah ya kepikiran doang dan 50% mikir ingin childfree. Gatau lagi sumpah ngadepin kontradiksi ini,1913442949901566240,,tanyarlfes,in,your heart,0,0,0,https://x.com/nytsyq/status/1913442949901566240,1021261010399711234,nytsyq
1913432335934234815,Sat Apr 19 03:19:53 +0000 2025,0,nak semoga umik mu kelak gajadi childfree ia:),1913432335934234815,,,in,,0,0,0,https://x.com/meignolia/status/1913432335934234815,1653931325706113025,meignolia
1913429180081209465,Sat Apr 19 03:07:20 +0000 2025,0,this is why irresponsible people shouldn't have children. nyusahin anak doang. mutusih buat childfree isn't bad at all drpd lu nyiksa anak lu karena kelakuan gila lu,1913429180081209465,,,in,,0,1,0,https://x.com/tuttimourr/status/1913429180081209465,1358942414245826560,tuttimourr
1913069699904229745,Sat Apr 19 02:20:24 +0000 2025,4,@zeydpm @prabowty Fungsi menikah itu ada 2: 1. Rekreasi 2. Reproduksi Kalau childfree berarti rekreasi doang tanpa reproduksi.,1913417367356596548,,zeydpm,in,"Bekasi, Jawa Barat",0,0,0,https://x.com/robby_karman/status/1913417367356596548,176586074,robby_karman
1913402642728124858,Sat Apr 19 01:21:53 +0000 2025,1,ada ya org mikir feminis = childfree,1913402642728124858,,,in,minor do not interact.,0,0,0,https://x.com/furinabogor/status/1913402642728124858,1370309552772505602,furinabogor
1913390359587226030,Sat Apr 19 00:42:46 +0000 2025,0,@sofia_myra @batuseokki Akulah si mbak-mbak childfree itu kakkk tolong jodohin sm aku ajaaaa,1913392796766961815,,sofia_myra,in,,0,1,0,https://x.com/supartinr/status/1913392796766961815,1754302416936394752,supartinr
1913390359587226030,Sat Apr 19 00:38:50 +0000 2025,1,@batuseokki Kaakkk makasih banyak yaa udah sukaa dan baca LucaIvy Leon nanti akan ku pertemukan dengan mbak2 childfree yang gak mata duitan.. ,1913391807540662721,,batuseokki,in,Delulu Land ,0,2,0,https://x.com/sofia_myra/status/1913391807540662721,886695332,sofia_myra
1913262780536488065,Sat Apr 19 00:30:39 +0000 2025,1,@urietatawookie Akan ku temukan mba2 childfree itu buat kak Leon Makasih banyak kak Tataaa~ udah bacaa dan suka sama LucaIvy ,1913389745595617580,,urietatawookie,in,Delulu Land ,0,1,0,https://x.com/sofia_myra/status/1913389745595617580,886695332,sofia_myra
1913069699904229745,Sat Apr 19 00:15:03 +0000 2025,3,@prabowty Menikah kan tujuannya untuk mencetak anak sebanyak-banyaknya untuk membentuk keluarga sakinah mawadah warahmah. Lalu apa urgensinya dari menikah klo cuma buat childfree doang?,1913385823413932098,,prabowty,in,Rotterdam,12,8,0,https://x.com/zeydpm/status/1913385823413932098,1081162781322137601,zeydpm
1913346823147975064,Fri Apr 18 21:40:05 +0000 2025,0,kalo ada discourse begini aspek penyumbang ide childfree yang dianggap relevan selalu cuman otonomi badan perempuan doang sih keliatan banget patternnya,1913346823147975064,,,in,,0,0,0,https://x.com/strandedfawn/status/1913346823147975064,1616856013348679681,strandedfawn
1913287163531431944,Fri Apr 18 17:43:01 +0000 2025,1,Well... kl aku blm bs jadi ortu yg baik (dalam artian kesiapan yh karena ya namanya jg manusia) aku pun bakalan pilih childfree. Setiap anak berhak punya orang tua dan keluarga yg baik berhak atas hidup yg baik pula. Kl aku ga bs memenuhi itu aku lebih baik tidak.,1913287163531431944,,,in,,0,0,1,https://x.com/omnivxre/status/1913287163531431944,2570251602,omnivxre
1913262780536488065,Fri Apr 18 17:21:47 +0000 2025,1,@sofia_myra Sofia memang terbaik ending paling memuaskan buat luca ivy bahagia terus kalian dimanapun itu.. I'm sorry for leon tapi ini yg terbaik dr pada sakit masing2 semoga kamu ketemu sama jodoh nya siapa tau kn ketemu yg childfree ‍️‍️,1913281817542857067,,sofia_myra,in,,0,1,0,https://x.com/urietatawookie/status/1913281817542857067,1633977344787644417,urietatawookie
1913085837191024781,Fri Apr 18 17:11:48 +0000 2025,0,@merekamcahaya Gua childfree to the bone tapi demi Allah gua suka banget lihat generasi gua yang siap jadi orangtua terus dikasih anak karena emang begitu harusnya,1913279305167286365,,halbm0ndz,in,,0,0,0,https://x.com/halbm0ndz/status/1913279305167286365,1514507690675879939,halbm0ndz
1913266674230517868,Fri Apr 18 16:21:36 +0000 2025,0,apa? bersyukur punya ortu kayak lu? waw gak terbalik? dikata gue childfree krn masa kecil gue bahagia yah? gak nyampe apa otaknya kesana.,1913266674230517868,,,in,,0,0,0,https://x.com/menumpahkan/status/1913266674230517868,980468869134364673,menumpahkan
1913179143887618554,Fri Apr 18 14:34:21 +0000 2025,0,@cobwebsoup @yourtalkless7 Childfree apa masih ttm (teman tapi mleset),1913239684287004680,,cobwebsoup,in,#徐明浩 - 전원우,0,0,0,https://x.com/XUMINGHAOW_/status/1913239684287004680,1567660837187502081,XUMINGHAOW_
1913124505184346398,Fri Apr 18 14:27:47 +0000 2025,0,@avombul sebenernya si jita emang mau childfree karena dia ga pernah mau berbagi nen ke orang lain,1913238031148220569,,avombul,in,,0,1,0,https://x.com/KyotaTasuku/status/1913238031148220569,1758394572483543040,KyotaTasuku
1913188510171058440,Fri Apr 18 14:13:42 +0000 2025,0,@morinagach49665 nuduh? damn okey deh. Memang childfree pilihan. Gabisa gw paksa pilihan karna ga ngaruh apapun ke hidup gw,1913234487078736072,,morinagach49665,in,"Bandung Kulon, Indonesia",0,0,0,https://x.com/BKehadirannya/status/1913234487078736072,961196921615368193,BKehadirannya
1913233523194081393,Fri Apr 18 14:12:29 +0000 2025,0,Lucunya besok kalo aku punya anak kyk nya gak akan punya waktu sebanyak dan selama aku sama ayah ibuk wkwkkk. Besok semisal aku gak childfree hamil aja udah 30an. Mereka masuk SMP aja udah nenek nenek gwehh wkwkk,1913234181951463723,,mbananakk,in,,0,0,0,https://x.com/mbananakk/status/1913234181951463723,1115882450209705985,mbananakk
1913188510171058440,Fri Apr 18 14:09:32 +0000 2025,0,@BKehadirannya Ya trs nuduh2 gt buat apa? Lagian siapa sih yg mau kampanye free sex? Ga ada. Free sex bahaya mau blm atau sesudah nikah. Dan childfree itu pilihan bang masa lo maksa org yg ga mampu punya anak buat beranak? Lo bayarin sekalian dah hidup mereka.,1913233436799799770,,BKehadirannya,in,,0,1,0,https://x.com/morinagach49665/status/1913233436799799770,1875599242787745797,morinagach49665
1913230529991766209,Fri Apr 18 13:57:59 +0000 2025,0,Yang membuat ku bingung adalah vasektomi syarat anak max 2 terus kalo mau childfree salah satu caranya vasektomi... https://t.co/iAY7aVqbP1,1913230529991766209,https://pbs.twimg.com/media/Go0pBvBbMAAK_bi.jpg,,in,Cyber Area,0,0,0,https://x.com/sheabuutter_/status/1913230529991766209,1554172090672361472,sheabuutter_
1913154175799894307,Fri Apr 18 13:54:07 +0000 2025,0,@avgLampEnjoyer Kalo aturannya direalisasi tiba2 gerakan childfree langsung kedatangan orang2 baru wkwk,1913229556779303365,,avgLampEnjoyer,in,"Bekasi, Indonesia",0,0,0,https://x.com/rafidwiriz/status/1913229556779303365,1202767015414398976,rafidwiriz
1913222815232278632,Fri Apr 18 13:40:26 +0000 2025,0,sama sekali tidak melanggar hukum agama islam kok selama sudah memiliki keturunan. yg islam larang kan childfree bukan? yaudah bikin anak dulu baru deh vasektomi. selesai deh nih perkara.,1913226113498878346,,papparapapbum,in,,0,1,0,https://x.com/papparapapbum/status/1913226113498878346,1417321291720265731,papparapapbum
1913223968481488968,Fri Apr 18 13:31:54 +0000 2025,1,gw baca ini pertama kali pikiran gw malah pasangan struggling financially jadi ga punya rumah ga jalan2 ga piara hewan childfree minim entertainment ternyata maksudnya the one that got away gt ya wkwkwk ,1913223968481488968,,,in,,0,1,0,https://x.com/yuanst/status/1913223968481488968,47901092,yuanst
1913222815232278632,Fri Apr 18 13:27:19 +0000 2025,0,kapan si otaknya bs paham kl ada loh org milih vasektomi selain dgn alesan ingin childfree dan seks bebas???? ayolah kembangin dikit itu isi palanya,1913222815232278632,,,in,,0,1,0,https://x.com/papparapapbum/status/1913222815232278632,1417321291720265731,papparapapbum
1913219875113193708,Fri Apr 18 13:15:38 +0000 2025,0,tiap buka sosmed pasti ada aja cerita orang atau kasus krn cwo mokondo...pliss ak tkut bnget keputusam melepas childfree itu bener ngga ya?pen pnya anak (anak sah) tp ngga mau pnya suami bisa nggak awoakwoak,1913219875113193708,,,in,,0,0,0,https://x.com/cardoncact/status/1913219875113193708,1417716271991255042,cardoncact
1912835182983610629,Fri Apr 18 12:58:01 +0000 2025,0,@Kriana @markndct hahhehehs dd ku jadi mommy maaf ya aku sama cowoku childfree abisss.,1913215441960604028,,Kriana,in,"⚘.. 96,  @jonvgwon’s mirth.  এ",0,0,0,https://x.com/younjueg/status/1913215441960604028,867850373695852544,younjueg
1912890785877340447,Fri Apr 18 12:46:32 +0000 2025,0,@kegblgnunfaedh Sedehana emang tapi para pengusung childfree kelak gak ngerasain Indahnya momen ini,1913212551883854101,,kegblgnunfaedh,in,Soerabaja - HEROES CITY,0,0,0,https://x.com/Roastery_expert/status/1913212551883854101,787051280,Roastery_expert
1913212275554755020,Fri Apr 18 12:45:26 +0000 2025,1,oalah hal sedangkal ini aja gak paham. nyambungin 2 hal berbeda menjadi feminis dan childfree itu adalah hal yg jaga sembung bawa golok,1913212275554755020,,,in,,0,0,0,https://x.com/softchangbean/status/1913212275554755020,858701217785970690,softchangbean
1913208572252737669,Fri Apr 18 12:30:43 +0000 2025,0,Ibu kaya se Heartwarming itu rasanya. Tapi aku childfree,1913208572252737669,,,in,ca ba,0,0,0,https://x.com/llilacz/status/1913208572252737669,1725781209098440704,llilacz
1913131829286355323,Fri Apr 18 10:32:02 +0000 2025,0,@MorphoMenelausX tapi kalo urusan anak tidak bisa pribadi soalnya ortunya yg wajib bisa mengarahkan anaknya untuk tidak menjadi beban masyarakat kelak dikemudian hari atau sebaiknya childfree kalo gak mampu ngurus anak,1913178701123944594,,MorphoMenelausX,in,hell,0,0,0,https://x.com/mimitwopointo/status/1913178701123944594,1775506716026904576,mimitwopointo
1911722603645161584,Fri Apr 18 09:08:43 +0000 2025,0,@aeriwenn @rbibl @cilakw @convomf gw jg bkn menyepelekan efek KB (bukan steril) di cwek. tp sender nulis (calon suami setuju divasek) berarti disini bisa jdi ide utama childfree ya si cwek. menurut gw gk bijak klo yg pengen childfree cwek/cwok nyuruh pasangannya steril. kenapa gk si ce/co itu yg mensterilkan diri,1913157736440971628,,Kimimochiiy,in,,0,0,0,https://x.com/Kimimochiiy/status/1913157736440971628,1432967770828726273,Kimimochiiy
1913058942298583351,Fri Apr 18 04:23:07 +0000 2025,8,@InWahyudi581 Sahih. Ngaku anti-patriarki tapi sibuk mikir Cowok ideal tuh kayak gimana ya? Ngaku childfree tapi pengen jadi kurator moral buat anak orang. Pas sekali disentil Allah disitu : bahkan mereka itu adalah kaum yang melampaui batas! ,1913085860507263407,,InWahyudi581,in,Pertigaan Portugil,0,1,3,https://x.com/inididii/status/1913085860507263407,3544967720,inididii
1913082771914072386,Fri Apr 18 04:10:50 +0000 2025,0,Emang aku udah paling cocok childfree. Selain pemerintah dan dunia yang gak waras aku juga gak cocok sama anak-anak gen alpha yang mengerikan.,1913082771914072386,,,in,,0,0,0,https://x.com/judyluidy/status/1913082771914072386,1742404131321716736,judyluidy
1912852418943160684,Fri Apr 18 03:49:51 +0000 2025,0,@destinedwitchu @bacottetangga__ Semoga siapapun yang ingin childfree dimandulkan biar ga repot2 kb/steril dll Dan kemampuan memiliki anaknya dipindahkan ke siapapun yang sedang berjuang ingin memiliki anak. Aamiin aamiin yaa robbal 'aalamiin,1913077488563196210,,destinedwitchu,in,Atlantis,1,0,0,https://x.com/yaudahlahyang/status/1913077488563196210,1239952255698137088,yaudahlahyang
1912804117212528645,Fri Apr 18 03:32:47 +0000 2025,0,@taqibalqibul Balik ke rencana hdp masing2 org beda2 ada yg mw childfree ada yg mw bnyk ank klo childfree nikah 40th jg bebas klo mw pny bnyk ank ya kudu hitung umur jauh ke dpn nanti pas ank nya kuliah ortu nya udh pd umur brp kan butuh bnyk biaya itu jg klo abs nikah langsung dpt ank ya,1913073194744906121,,taqibalqibul,in,,0,0,0,https://x.com/RezAzer10/status/1913073194744906121,1399539102358269952,RezAzer10
1913066400064970835,Fri Apr 18 03:05:47 +0000 2025,1,Inilah dampak dari ortu beranak pinak duit pas-pasan menjadikan anak sebagai investasi nuntut minta uang.Udh paling bener childfree aja kalo duit masih pas-pasan.,1913066400064970835,,,in,,0,1,0,https://x.com/LeotardosMy/status/1913066400064970835,1614230024638599173,LeotardosMy
1911722603645161584,Fri Apr 18 02:53:04 +0000 2025,0,@rbibl @cilakw @convomf oh jadi steril wanita resikonya gede dibanding steril cowok soalnya aku kepikiran. klo ada yg childfree berawal dr ketakutan si cewe punya anak ketakutan masa depan. krna ketakutan2 ini. si cewek yg ajak childfree. tp klo dia minta yg vasek yg cowok kan agak lucu,1913063201052274846,,rbibl,in,,0,1,0,https://x.com/Kimimochiiy/status/1913063201052274846,1432967770828726273,Kimimochiiy
1913012244587418015,Fri Apr 18 02:39:00 +0000 2025,0,@wanghoujiejie Iya kaann kalau dia warisin brothel gak mungkin punya anak.. si nenek juga bukan tipekal yang suka bocah.. doi pasti childfree,1913059661215093093,,wanghoujiejie,in,yaoi | Danmei st,0,1,0,https://x.com/Sugacattos/status/1913059661215093093,837729258449465344,Sugacattos
1913051648911655021,Fri Apr 18 02:07:10 +0000 2025,1,lagi itu hak semua manusia untuk menentukan apakah dia pengen childfree atau engga its up to them. gw pribadi pengen punya anak ya jadi belum bisa berkomentar banyak. cuma beberapa temen gw ada yang memutuskan untuk pengen childfree aja jadinya gw ya cuma.. ohh iyaa oke gitu,1913051648911655021,,,in,,0,0,0,https://x.com/theroastedd/status/1913051648911655021,1880577602521579521,theroastedd
1912340983611863170,Fri Apr 18 02:00:27 +0000 2025,12,@BKehadirannya @KakNash Mengadopsi anak bagus toh? Perasaan childfree ga ngeliat itu orang feminis atau kagak. Daripada koar2 anti aborsi tapi anak yang sudah dilahirkan tidak diurus dengan baik,1913049956660949157,,BKehadirannya,in,she/they | asian | bisex | 20+,0,1,0,https://x.com/kamperfulli/status/1913049956660949157,1022650650004353024,kamperfulli
1913043525962485792,Fri Apr 18 01:34:53 +0000 2025,1,we cant blame them its their choice tho. kalo masih financial amd mentaly unstable dan gaada ikut parenting atau mempersiapkan diri biar jadi orang tua yang capable mending childfree aja sih kwwkwk,1913043525962485792,,,in,,0,0,0,https://x.com/lonjwuni/status/1913043525962485792,1373333444646768647,lonjwuni
1912353409224831111,Fri Apr 18 01:17:47 +0000 2025,0,@seelevonsaxing @sereniumaurum Childfree tuh kan berarti orang gak siap yah untuk punya anak bisa aja boleh karna kan segala hal itu harus siap secara mental dan finansial,1913039222057156637,,seelevonsaxing,in,Dimana ,0,0,0,https://x.com/rbibl/status/1913039222057156637,1293363635327078400,rbibl
1912340983611863170,Fri Apr 18 01:02:08 +0000 2025,36,@KakNash Kelakuan ikhwan benci feminis. Nggak punya cukup kecerdasan utk paham definisi Feminis itu apa? Childfree itu apa? Cuma punya khayalan liar ttg feminis yg teriak² anti perkawinan ogah punya anak. Padahal di dunia nyata byk feminis yg berkeluarga punya anak cucu ,1913035283504963987,,KakNash,in,Athena,1,0,3,https://x.com/scooteriderVMX/status/1913035283504963987,1456876079440793600,scooteriderVMX
1912636992644694517,Fri Apr 18 00:33:03 +0000 2025,0,@Zacdeidara @Mia_Haie @fahkta Mana sih akun yg propaganda childfree? Mostly ya cuma bilang gw rencana childfree nih . Kenapa offended sekali sama org2 yg gamau nikah dan punya anak. Mostly mereka sdh mempertimbangkan hal2 kalo mereka layak atau ga jadi ortu.,1913027965174296720,,Zacdeidara,in,,0,0,0,https://x.com/koyengggg99/status/1913027965174296720,1752611814024916992,koyengggg99
1912869779922469186,Thu Apr 17 23:28:54 +0000 2025,6,@Vikana_dee Yang kayak gitu yaudahlah ya tapi yang ngebela muslimah trus kayaknya nikah aja belum udah ngomongin vasektomi . Niatnya apa sih? Pengen childfree?,1913011818211189225,,Vikana_dee,in,,0,1,1,https://x.com/5wE76jo53pH/status/1913011818211189225,1759598179992084480,5wE76jo53pH
1912852418943160684,Thu Apr 17 22:38:28 +0000 2025,2,@destinedwitchu @bacottetangga__ Kenapa ortu mu dulu ga childfree aja ya? Hehe,1912999126549311719,,destinedwitchu,in,,0,0,0,https://x.com/masojek_/status/1912999126549311719,1814321551824867328,masojek_
1912873599003767276,Thu Apr 17 18:39:52 +0000 2025,0,@glrhn Kalo dari awal pernikahan niat childfree trus mau vasektomi gimana? Di puskesmas bisa gak?,1912939083636383917,,glrhn,in,Saturnus,0,0,1,https://x.com/oliiverrsky/status/1912939083636383917,964806677835923456,oliiverrsky
1912701177680261548,Thu Apr 17 18:28:01 +0000 2025,0,@nenx_kuchienx kalo aku sih ga childfree ya rencananya,1912936100831908048,,nenx_kuchienx,in,,0,0,0,https://x.com/sojoyus/status/1912936100831908048,1325019723520598017,sojoyus
1912922137016607166,Thu Apr 17 17:32:32 +0000 2025,10,Seumur² main internet gapernah liat menyatakan dirinya childfree tbtb ngomong anakku nnti.... ?? Kalo sudah memutuskan childfree ya mana kepikiran ntar anaknya kayak apa. Ini ngomongin feminis mana dah,1912922137016607166,,,in,,0,2,0,https://x.com/komplenmuch/status/1912922137016607166,1209088194559406080,komplenmuch
1912852418943160684,Thu Apr 17 17:16:37 +0000 2025,0,@destinedwitchu @bacottetangga__ Sok childfree bilang aja elu korban dicuekin orang tua. Orang tua lu doang kali yg begitu. Dih..,1912918129925316963,,destinedwitchu,in,Serang - Jakarta - Indonesia,0,0,0,https://x.com/gilinganbesi/status/1912918129925316963,70622082,gilinganbesi
1912917476058476723,Thu Apr 17 17:14:12 +0000 2025,1,(dia kasih contoh TEMENNYA) pasti merasa kesepian childfree mmg menarik karna no need to cum outside tp pasti ada keinginan punya anak. Gmau punya anak karna gmau merawatnya? Klo suamimu (referring to himself) mau ngurus semuanya gmn? Kan bisa hire nanny? Ada kakek-neneknya?,1912917523408007538,,kesoreaan,in,,0,1,0,https://x.com/kesoreaan/status/1912917523408007538,550977832,kesoreaan
1912917476058476723,Thu Apr 17 17:14:12 +0000 2025,1,waktu dia dtg seperti biasa basa-basi perjalanan kan then here we go again. Topik pacaran dan nikah lg. Ampun. Kalau aku bikin percakapan tar jdnya panjang jd kutulis aja inti pemikiran dia. Tanggapan dia soal org childfree tuh suatu saat bakal berubah,1912917521294041346,,kesoreaan,in,,0,1,0,https://x.com/kesoreaan/status/1912917521294041346,550977832,kesoreaan
1912917476058476723,Thu Apr 17 17:14:05 +0000 2025,1,Bkn malah didebat yakin bgt mau childfree? Klo nanti abis nikah tbtb berubah pikiran gimana? Kalau di awal suamimu blg sanggup tp ternyata abis nikah minta anak gmn? . Disitu aku udh ilfill dan stlh call kita ga chatan lg.,1912917492936348125,,kesoreaan,in,,0,1,0,https://x.com/kesoreaan/status/1912917492936348125,550977832,kesoreaan
1912917476058476723,Thu Apr 17 17:14:04 +0000 2025,1,Ada bbrp tipe respon org ketika denger childfree : bertanya trs diam bertanya trs ngajak debat menerima dan manfaatin. Nah dia yg kedua. Maksudku klo soal prinsip tuh harusnya saling ngerti aja ga sih klo beda?,1912917490759503975,,kesoreaan,in,,0,1,0,https://x.com/kesoreaan/status/1912917490759503975,550977832,kesoreaan
1912917476058476723,Thu Apr 17 17:14:04 +0000 2025,1,Kebanyakan yg dibahas selama call itu cuma soal pacaran dan nikah. Aku lupa ya contohnya gmn karna udh lama. Tapi yg aku tangkap arah obrolannya leading to sexual things. Karna dia bahas soal nikah tentu aku blg dong soal childfree.,1912917488301744443,,kesoreaan,in,,0,1,0,https://x.com/kesoreaan/status/1912917488301744443,550977832,kesoreaan
1912852418943160684,Thu Apr 17 16:56:55 +0000 2025,4,@destinedwitchu @bacottetangga__ bukannya childfree itu pilihan pribadi orang kenapa pula harus diketik di medsos. yuk childfree &lt;&lt; ini mah ngajak,1912913175688913351,,destinedwitchu,in,,0,0,0,https://x.com/PersonBomb22/status/1912913175688913351,1821969857841393666,PersonBomb22
1911348179578011848,Thu Apr 17 16:37:13 +0000 2025,0,@yappingfess klo aku mau childfree kecuali suamiku kaya raya 7 turunan 7 tanjakkan kak,1912908216943648859,,yappingfess,in,,0,0,0,https://x.com/lalazykoalaa/status/1912908216943648859,1269590919872839680,lalazykoalaa
1912790008060428499,Thu Apr 17 15:58:53 +0000 2025,0,@pnsmarley Ya udah semoga segera jomblo biar jadi feminist sejati independent career woman yang childfree dan anti-patriarki ,1912898570371600829,,pnsmarley,in,"Kota Bandung, Jawa Barat",0,1,0,https://x.com/AZHARFRS/status/1912898570371600829,613200571,AZHARFRS
1912727298232738066,Thu Apr 17 15:53:02 +0000 2025,2,@magdaleneid Ternyata punya anak. Aku kira kamu childfree.,1912897096447107373,,magdaleneid,in,MKYK,0,1,0,https://x.com/wolumaret/status/1912897096447107373,4004455220,wolumaret
1912896532011192602,Thu Apr 17 15:50:47 +0000 2025,5,Bro pikir semua manusia ingin punya keturunan dan boleh punya keturunan. Ada org yg harus hidup childless.... Beda ya ama childfree,1912896532011192602,,,in,dunia bersinar,0,0,0,https://x.com/lizzydaily_/status/1912896532011192602,1512296276188012547,lizzydaily_
1912852418943160684,Thu Apr 17 15:46:15 +0000 2025,1,@destinedwitchu @bacottetangga__ Sok childfree. Bilang aja mandul,1912895389101138330,,destinedwitchu,in,Isekai,0,1,0,https://x.com/UnkownAja/status/1912895389101138330,882378468964548608,UnkownAja
1911722603645161584,Thu Apr 17 15:43:42 +0000 2025,0,@navienbleu @revskitten @dimeowe @convomf Wah berarti kalau mau gratis kaga boleh childfree ya kak?,1912894748269871443,,navienbleu,in,"Yogyakarta, Indonesia",0,0,0,https://x.com/superidol_osu/status/1912894748269871443,1309933054392066050,superidol_osu
1912888871890849815,Thu Apr 17 15:20:21 +0000 2025,109,Feminist cenderung mendukung gerakan childfree Feminist menganjurkan laki/perempuan melakukan vasektomi jika tidak ingin punya keturunan. Feminist cenderung terbuka thdp LGBT. Feminist cenderung tidak menyukai pernikahan. Cukup sulit untuk bisa diterima dalam komunitas Muslim.,1912888871890849815,,,in,"Kota Bandung, Jawa Barat",3,7,24,https://x.com/AZHARFRS/status/1912888871890849815,613200571,AZHARFRS
1912884791537750248,Thu Apr 17 15:17:41 +0000 2025,0,Mungkin bisa jadi refrensi buat wanita yg punya pemikiran childfree cari 'small dick'. Impoten juga banyak kok malah sering dpt cerita kalo istri disangka mandul padahal suaminya yg impoten trus cerai kawin lagi eh malah hamil sama suami baru ,1912888202869854330,,iboenk_not,in,,0,0,0,https://x.com/iboenk_not/status/1912888202869854330,1337760653822492674,iboenk_not
1912887636332880181,Thu Apr 17 15:15:26 +0000 2025,0,dukun beranak kalo childfree jadinya dukun ap,1912887636332880181,,,in,multiship ; art is art.,0,1,0,https://x.com/sereneine/status/1912887636332880181,3139557645,sereneine
1912884791537750248,Thu Apr 17 15:04:08 +0000 2025,0,Iya ngerti feminisme mendukung child free dan penganut child free dalam hal ini wanita mengadopsi semua nilai2 feminisme. Oya penganut child free ga selalu wanita laki2/pria juga banyak. Jadi feminisme≠childfree. Pernah baca mayoritas 'small dick' malah mendukung childfree ..,1912884791537750248,,,in,,0,1,0,https://x.com/iboenk_not/status/1912884791537750248,1337760653822492674,iboenk_not
1912701177680261548,Thu Apr 17 14:56:47 +0000 2025,0,@nenx_kuchienx Masing-masing berhak memilih apa mau childfree apa enggak,1912882942369775884,,nenx_kuchienx,in,Indonesia,0,0,0,https://x.com/imutabcd/status/1912882942369775884,1376094180494045186,imutabcd
1912748095764668656,Thu Apr 17 14:55:02 +0000 2025,0,@terkucep tana si jita mau childfree karna dia ga mau berbagi susu sama anak ,1912882501950779448,,terkucep,in,,0,1,0,https://x.com/KyotaTasuku/status/1912882501950779448,1758394572483543040,KyotaTasuku
1912353409224831111,Thu Apr 17 14:10:40 +0000 2025,1,@sereniumaurum Ini kalau beneran haram. Berarti childfree tuh dalam islam beneran gak boleh ya? (beneran bertanya dengan nada ramah lembut penasaran),1912871335027679724,,sereniumaurum,in,,1,4,0,https://x.com/seelevonsaxing/status/1912871335027679724,1499407571274563585,seelevonsaxing
1912472729477083542,Thu Apr 17 09:26:33 +0000 2025,0,@markonahajis So kau nak childfree sbb kau B40 xmampu bayar yuran taska tapi insist gome untk jaga anak2 Rohingya siap bagi pendidikan kesihatan percuma?? Nampak x kehipokritan di situ,1912799834014146572,,markonahajis,in,Syurga,0,0,0,https://x.com/TheLux178993393/status/1912799834014146572,1477298011399081984,TheLux178993393
1911722603645161584,Thu Apr 17 09:19:34 +0000 2025,0,@revskitten @windiahabiba @dimeowe @convomf Klo mau childfree jgn di BKKBN ke swasta aja,1912798077385134252,,revskitten,in,,0,1,0,https://x.com/Rei_ki119/status/1912798077385134252,1729823425873813504,Rei_ki119
1912781355663884667,Thu Apr 17 09:12:38 +0000 2025,1,@noe_roelz Sama modelannya : orang milih Childfree yg uring2an malah yg punya anak. Milih ga nikah yg marah2 malah yg sudah nikah. Milih vasektomi yg ngumpat2 malah laki2. Pamer pencapaian eh ada yg nyindir2 berseason2. Klo ga bahagia dgn pilihan sendiri ga usah nyeret2 orang lain.,1912796331732508816,,noe_roelz,in,"Zuid Holland, The Netherlands ",0,1,0,https://x.com/Denald/status/1912796331732508816,47241511,Denald
1912340983611863170,Thu Apr 17 09:10:23 +0000 2025,136,@KakNash Mohon maaf kak tapi menurut definisi Kamus Oxford feminis adalah orang yang mengadvokasikan hak-hak perempuan berdasarkan prinsip keadilan gender. Setahu saya tidak ada keharusan feminis untuk childfree dan childfree untuk menjadi feminis. Semoga kita bisa sama-sama belajar https://t.co/0K3N7q0ZHf,1912795768278425975,https://pbs.twimg.com/media/GoudnViaoAArvOo.jpg,KakNash,in,https://maps.app.goo.gl/ouzRTA,0,2,7,https://x.com/Puding600k/status/1912795768278425975,1729098412984061952,Puding600k
1912788233827807725,Thu Apr 17 08:49:43 +0000 2025,0,tiap ada perempuan yang bilang nggak mau nikah atau mutusin buat childfree kenapa yang cocotnya paling bacot tuh laki ya mana ngamuk ngamuk kayak anjing kepanasan,1912790566544581092,,7eehan,in,public-rant & rps (dnfwc),0,0,0,https://x.com/7eehan/status/1912790566544581092,337105334,7eehan
